pos_L2H	w_L2H	p0_L2H	pos_H2L	w_H2L	p0_H2L	gammaC1	gammaW1	deltaE1	eta1	width1	gammaC2	gammaW2	deltaE2	eta2	width2	gamC_L	gamW_L	delE_L	eta_L	width_L	c	Vg	T	error
-8.976000e-01	3.300000e-03	0.000000e+00	-1.677000e-01	4.495000e-02	-2.676000e-03	2.230719e-06	5.388790e-02	3.414365e-01	7.800000e-01	1.445773e-02	1.175391e-05	3.545940e-02	5.594792e-01	7.800000e-01	6.554842e-03	1.611000e-08	5.373000e-03	6.000000e-01	5.800000e-01	3.222000e-02	0.000000e+00	0.000000e+00	3.000000e+02	0.76206
-8.976000e-01	3.300000e-03	0.000000e+00	-1.677000e-01	4.495000e-02	-2.676000e-03	2.230719e-06	5.388790e-02	3.414365e-01	7.800000e-01	1.445773e-02	1.173901e-05	3.545941e-02	5.594792e-01	7.800000e-01	6.554842e-03	1.611000e-08	5.373000e-03	6.000000e-01	5.800000e-01	3.222000e-02	0.000000e+00	0.000000e+00	3.000000e+02	0.76204
-8.976000e-01	3.300000e-03	0.000000e+00	-1.677000e-01	4.495000e-02	-2.676000e-03	2.230719e-06	5.388790e-02	3.414365e-01	7.800000e-01	1.445773e-02	1.173901e-05	3.545940e-02	5.594792e-01	7.800000e-01	6.554842e-03	1.611000e-08	5.373000e-03	6.000000e-01	5.800000e-01	3.222000e-02	0.000000e+00	0.000000e+00	3.000000e+02	0.76204
-8.976000e-01	3.300000e-03	0.000000e+00	-1.677000e-01	4.495000e-02	-2.676000e-03	2.230719e-06	5.388790e-02	3.414365e-01	7.800000e-01	1.445773e-02	1.173901e-05	3.545940e-02	5.594792e-01	7.800000e-01	6.554842e-03	1.611000e-08	5.373000e-03	6.000000e-01	5.800000e-01	3.222000e-02	0.000000e+00	0.000000e+00	3.000000e+02	0.76204
-8.976000e-01	3.300000e-03	0.000000e+00	-1.677000e-01	4.495000e-02	-2.676000e-03	2.230719e-06	5.388790e-02	3.414365e-01	7.800000e-01	1.445773e-02	1.173901e-05	3.545940e-02	5.594792e-01	7.800000e-01	6.554857e-03	1.611000e-08	5.373000e-03	6.000000e-01	5.800000e-01	3.222000e-02	0.000000e+00	0.000000e+00	3.000000e+02	0.76204
-8.976000e-01	3.300000e-03	0.000000e+00	-1.677000e-01	4.495000e-02	-2.676000e-03	2.230719e-06	5.388790e-02	3.414365e-01	7.800000e-01	1.445773e-02	1.173901e-05	3.545940e-02	5.594792e-01	7.800000e-01	6.554842e-03	3.101116e-08	5.373000e-03	6.000000e-01	5.800000e-01	3.222000e-02	0.000000e+00	0.000000e+00	3.000000e+02	0.87972
-8.976000e-01	3.300000e-03	0.000000e+00	-1.677000e-01	4.495000e-02	-2.676000e-03	2.230719e-06	5.388790e-02	3.414365e-01	7.800000e-01	1.445773e-02	1.173901e-05	3.545940e-02	5.594792e-01	7.800000e-01	6.554842e-03	1.611000e-08	5.373015e-03	6.000000e-01	5.800000e-01	3.222000e-02	0.000000e+00	0.000000e+00	3.000000e+02	0.76204
-8.976000e-01	3.300000e-03	0.000000e+00	-1.677000e-01	4.495000e-02	-2.676000e-03	2.230719e-06	5.388790e-02	3.414365e-01	7.800000e-01	1.445773e-02	1.173901e-05	3.545940e-02	5.594792e-01	7.800000e-01	6.554842e-03	1.611000e-08	5.373000e-03	6.000000e-01	5.800000e-01	3.222000e-02	0.000000e+00	0.000000e+00	3.000000e+02	0.76204
-8.976000e-01	3.300000e-03	0.000000e+00	-1.677000e-01	4.495000e-02	-2.676000e-03	2.230719e-06	5.388790e-02	3.414365e-01	7.800000e-01	1.445773e-02	1.173901e-05	3.545940e-02	5.594792e-01	7.800000e-01	6.554842e-03	1.611000e-08	5.373000e-03	6.000000e-01	5.800000e-01	3.222000e-02	0.000000e+00	0.000000e+00	3.000000e+02	0.76204
-8.976000e-01	3.300000e-03	0.000000e+00	-1.677000e-01	4.495000e-02	-2.676000e-03	2.230719e-06	5.388790e-02	3.414365e-01	7.800000e-01	1.445773e-02	1.173901e-05	3.545940e-02	5.594792e-01	7.800000e-01	6.554842e-03	1.611000e-08	5.373000e-03	6.000000e-01	5.800000e-01	3.222001e-02	0.000000e+00	0.000000e+00	3.000000e+02	0.76204
-9.039778e-01	4.766455e-03	0.000000e+00	-2.610060e-01	4.044613e-02	4.561612e-03	-3.609481e-05	-6.361965e-01	-3.338910e-02	1.111115e-02	3.989594e-01	1.609177e-04	4.555547e-01	1.079975e+00	1.539534e+00	-8.526921e-01	2.768045e-08	-1.120107e-02	7.973025e-01	5.459190e-01	1.610696e-01	0.000000e+00	0.000000e+00	3.000000e+02	1.05725
